xdm_path,xdm_title,xdm_type,cja_id,cja_name,cja_type
media.mediaTimed.uniqueTimePlayed.value,,number,,,
placeContext.IPLocalTime,Local time based on IP geolocation,string,,,
placeContext.IPLocalTimezoneOffset,Local time zone offset based on IP geolocation,integer,,,
placeContext.POIinteraction.POIDetail.POIID,POI identity,string,,,
placeContext.POIinteraction.POIDetail.beaconInteractionDetails.beaconMajor,Beacon major,number,,,
placeContext.POIinteraction.POIDetail.beaconInteractionDetails.beaconMinor,Beacon Minor,number,,,
placeContext.POIinteraction.POIDetail.beaconInteractionDetails.proximity,Proximity to beacon,string,,,
placeContext.POIinteraction.POIDetail.beaconInteractionDetails.proximityUUID,Proximity UUID,string,,,
placeContext.POIinteraction.POIDetail.category,POI category,string,,,
placeContext.POIinteraction.POIDetail.distanceToPOICenter,Distance to POI center,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.deviceGeoAccuracy,Geo device accuracy,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.distanceToCenter,Distance to center,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._id,Shape ID,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box,Box,array,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box._id,Coordinates ID,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box._schema.description,Description,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.box._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._id,Identifier,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._id,Coordinates ID,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.description,Description,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.description,Description,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.circle._schema.radius,Radius,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.description,Description,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon,Polygon,array,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon._id,Coordinates ID,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon._schema.description,Description,string,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape._schema.polygon._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.POIDetail.geoInteractionDetails.geoShape.ceiling,Ceiling,number,,,
placeContext.POIinteraction.POIDetail.locatingType,Locating type,string,,,
placeContext.POIinteraction.POIDetail.metadata.list,Keyed List,array,,,
placeContext.POIinteraction.POIDetail.metadata.list.key,Key,string,,,
placeContext.POIinteraction.POIDetail.metadata.list.value,Value,string,,,
placeContext.POIinteraction.POIDetail.name,POI name,string,,,
placeContext.POIinteraction.POIDetail.poiID,POI Identity,string,,,
placeContext.POIinteraction.POIDetail.type,POI type,string,,,
placeContext.POIinteraction.poiDetail.POIID,POI identity,string,,,
placeContext.POIinteraction.poiDetail.beaconInteractionDetails.beaconMajor,Beacon major,number,,,
placeContext.POIinteraction.poiDetail.beaconInteractionDetails.beaconMinor,Beacon Minor,number,,,
placeContext.POIinteraction.poiDetail.beaconInteractionDetails.proximity,Proximity to beacon,string,,,
placeContext.POIinteraction.poiDetail.beaconInteractionDetails.proximityUUID,Proximity UUID,string,,,
placeContext.POIinteraction.poiDetail.category,POI category,string,,,
placeContext.POIinteraction.poiDetail.distanceToPOICenter,Distance to POI center,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.deviceGeoAccuracy,Geo device accuracy,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.distanceToCenter,Distance to center,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._id,Shape ID,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box,Box,array,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box._id,Coordinates ID,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box._schema.description,Description,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.box._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._id,Identifier,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._id,Coordinates ID,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.description,Description,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.description,Description,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.circle._schema.radius,Radius,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.description,Description,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon,Polygon,array,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon._id,Coordinates ID,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon._schema.description,Description,string,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon._schema.elevation,Elevation,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon._schema.latitude,Latitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape._schema.polygon._schema.longitude,Longitude,number,,,
placeContext.POIinteraction.poiDetail.geoInteractionDetails.geoShape.ceiling,Ceiling,number,,,
placeContext.POIinteraction.poiDetail.locatingType,Locating type,string,,,
placeContext.POIinteraction.poiDetail.metadata.list,Keyed List,array,,,
placeContext.POIinteraction.poiDetail.metadata.list.key,Key,string,,,
placeContext.POIinteraction.poiDetail.metadata.list.value,Value,string,,,
placeContext.POIinteraction.poiDetail.name,POI name,string,,,
placeContext.POIinteraction.poiDetail.poiID,POI Identity,string,,,
placeContext.POIinteraction.poiDetail.type,POI type,string,,,
placeContext.POIinteraction.poiEntries.id,Unique Identifier,string,,,
placeContext.POIinteraction.poiEntries.value,,number,,,
placeContext.POIinteraction.poiExits.id,Unique Identifier,string,,,
placeContext.POIinteraction.poiExits.value,,number,,,
placeContext.activePOIs,POI detail,array,,,
placeContext.activePOIs.POIID,POI identity,string,,,
placeContext.activePOIs.beaconInteractionDetails.beaconMajor,Beacon major,number,,,
placeContext.activePOIs.beaconInteractionDetails.beaconMinor,Beacon Minor,number,,,
placeContext.activePOIs.beaconInteractionDetails.proximity,Proximity to beacon,string,,,
placeContext.activePOIs.beaconInteractionDetails.proximityUUID,Proximity UUID,string,,,
placeContext.activePOIs.category,POI category,string,,,
placeContext.activePOIs.distanceToPOICenter,Distance to POI center,number,,,
placeContext.activePOIs.geoInteractionDetails.deviceGeoAccuracy,Geo device accuracy,number,,,
placeContext.activePOIs.geoInteractionDetails.distanceToCenter,Distance to center,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._id,Shape ID,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box,Box,array,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box._id,Coordinates ID,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box._schema.description,Description,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box._schema.elevation,Elevation,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box._schema.latitude,Latitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.box._schema.longitude,Longitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._id,Identifier,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._id,Coordinates ID,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.description,Description,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.elevation,Elevation,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.latitude,Latitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.coordinates._schema.longitude,Longitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.description,Description,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.circle._schema.radius,Radius,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.description,Description,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.elevation,Elevation,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon,Polygon,array,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon._id,Coordinates ID,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon._schema.description,Description,string,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon._schema.elevation,Elevation,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon._schema.latitude,Latitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape._schema.polygon._schema.longitude,Longitude,number,,,
placeContext.activePOIs.geoInteractionDetails.geoShape.ceiling,Ceiling,number,,,
placeContext.activePOIs.locatingType,Locating type,string,,,
placeContext.activePOIs.metadata.list,Keyed List,array,,,
placeContext.activePOIs.metadata.list.key,Key,string,,,
placeContext.activePOIs.metadata.list.value,Value,string,,,
placeContext.activePOIs.name,POI name,string,,,
placeContext.activePOIs.poiID,POI Identity,string,,,
placeContext.activePOIs.type,POI type,string,,,
placeContext.geo._id,Coordinates ID,string,,,
placeContext.geo._schema.description,Description,string,,,
placeContext.geo._schema.elevation,Elevation,number,,,
placeContext.geo._schema.latitude,Latitude,number,,,
placeContext.geo._schema.longitude,Longitude,number,,,
placeContext.geo.city,City,string,,,
placeContext.geo.countryCode,Country code,string,,,
placeContext.geo.dmaID,Designated market area,integer,,,
placeContext.geo.msaID,Metropolitan statistical area,integer,,,
placeContext.geo.postalCode,Postal code,string,,,
placeContext.geo.stateProvince,State or province,string,,,
placeContext.ianaTimezone,Iana Timezone,string,,,
placeContext.localTime,Local time,string,,,
placeContext.localTimezoneOffset,Local time zone offset,integer,,,
productListItems,Product list items,array,,,
productListItems._id,Line item ID.,string,,,
productListItems.SKU,SKU,string,,,
productListItems.currencyCode,Currency code,string,,,
productListItems.discountAmount,Discount Amount,number,,,
productListItems.name,Name,string,,,
productListItems.priceTotal,Price total,number,,,
productListItems.product,Product,string,,,
productListItems.productAddMethod,Product add method,string,,,
productListItems.productCategories,Product categories,array,,,
productListItems.productCategories.categoryID,Category identifier.,string,,,
productListItems.productCategories.categoryName,Category name,string,,,
productListItems.productCategories.categoryPath,Category path,string,,,
productListItems.productImageUrl,Product Image URL,string,,,
productListItems.quantity,Quantity,integer,,,
productListItems.refundAmount,Refund Amount,number,,,
productListItems.returnItem.returnItemCondition,Return Item Condition,string,,,
productListItems.returnItem.returnQuanitityAuthorized,Return Quantity Authorized,integer,,,
productListItems.returnItem.returnQuantityApproved,Return Quantity Approved,integer,,,
productListItems.returnItem.returnQuantityAuthorized,Return Quantity Authorized,integer,,,
productListItems.returnItem.returnQuantityReceived,Return Quantity Received,integer,,,
productListItems.returnItem.returnQuantityRequested,Return Quantity Requested,integer,,,
productListItems.returnItem.returnReason,Return Reason,string,,,
